raw_acc:magnitude_stats:mean,raw_acc:3d:mean_x,raw_acc:3d:mean_y,raw_acc:3d:mean_z,proc_gyro:magnitude_stats:mean,proc_gyro:3d:mean_x,proc_gyro:3d:mean_y,proc_gyro:3d:mean_z,raw_magnet:magnitude_stats:mean,raw_magnet:3d:mean_x,raw_magnet:3d:mean_y,raw_magnet:3d:mean_z,location_quick_features:mean_abs_lat_deriv,location_quick_features:mean_abs_long_deriv
,,,0.180349,1.785594,0.015663,-0.19046,-0.081853,279.922167,-190.41597,94.374067,,,
,-0.57374,-0.092298,0.807819,0.087044,0.000139,,0.001422,268.334304,-208.521986,46.021494,,1.4e-05,
0.997475,-0.57849,-0.125625,,,-0.006057,-0.006242,0.004856,263.179469,-204.074352,46.450774,-159.532019,1e-06,
,-0.057661,0.853011,0.128548,1.261516,0.101474,0.268447,0.005209,291.896572,-204.854683,97.504782,,,
,0.108806,,0.005657,0.739601,0.050195,0.195074,-0.017982,279.538837,-191.533244,,,0.001347,
,0.088959,0.972178,0.044373,,0.05111,,,283.044565,-196.53329,,-182.746691,0.000132,0.000441
0.991987,0.099127,0.977909,,,0.008443,,0.00125,258.018038,,83.047821,-164.905605,0.002426,0.015516
1.001649,0.055288,0.982345,,0.401961,,-0.050711,-0.004044,257.189329,,,-162.517737,,
0.991069,,,0.126492,0.240405,0.016671,0.007201,0.001197,313.056232,-226.164223,,,,
,-0.166654,,,,-0.01269,,0.001104,313.577373,-228.894525,,-181.282851,5e-05,0.000292
,-0.054031,,-0.091505,0.187131,-0.00817,0.019175,0.003713,,-224.76409,,-197.292942,7e-06,4e-06
1.010503,-0.018876,0.95294,,0.604287,-0.017256,0.200654,-0.011999,278.066386,,116.945778,,2e-06,
0.989379,-0.017154,,-0.049942,0.090172,,-0.002982,,265.979815,-166.860723,115.890696,,,
0.988214,,0.877052,0.40347,,0.001084,0.006702,9.3e-05,255.809421,-174.731429,105.585001,-154.091243,1e-05,
0.989498,-0.014446,0.980352,-0.127011,0.094822,0.000614,-0.000571,,269.357923,-163.907437,117.866363,-178.308782,,2e-06
0.995099,0.082384,0.971127,,0.326402,-0.005669,,0.003273,295.817992,-208.052413,123.401384,-170.156874,6e-06,3e-06
,0.018434,,-0.903642,0.343242,0.005449,,,290.180674,-187.801128,13.345941,-220.693377,1.2e-05,6e-06
1.013497,-0.029076,-0.459387,-0.895294,0.259325,,-0.002809,,305.277379,-207.983093,,-223.192327,6.3e-05,0.000304
1.017674,,-0.498835,,0.44949,,0.008361,,280.39124,,4.081899,,,
1.016374,-0.580417,,,,,,-0.01607,289.994634,-207.31672,63.751553,-184.161647,0.000919,
1.031349,-0.085061,-0.548936,-0.793891,,,,-0.012484,272.559572,,8.352955,-207.140217,0.000953,0.008402
,0.069114,-0.563213,-0.850709,0.149429,0.006213,,-0.002377,262.437005,-158.172556,5.835892,,8.6e-05,0.000408
,,-0.031631,,0.442213,-0.017307,0.018231,-0.097312,,,73.192081,,0.006524,0.049148
,,,,0.989028,,-0.004595,-0.125221,,-171.339904,97.8893,-172.346914,,
1.001877,-0.220921,0.659631,0.493473,0.535334,-0.003813,,,,-195.921644,121.076368,-189.809404,3e-06,
1.024067,-0.118757,0.729864,0.322717,0.893386,0.035118,,,285.934413,-191.373357,104.642036,-183.740822,,0.000871
,-0.028144,0.328596,0.937864,0.052672,,-2.2e-05,0.001161,273.176561,-186.401638,,-188.209519,2.4e-05,0.000122
0.9914,-0.030823,,0.942479,0.034984,-0.00296,-0.000516,0.00049,270.332071,,,,,8.7e-05
0.992976,,0.279243,0.952354,0.035018,0.000816,-0.000871,-0.002892,268.067135,,59.897415,-183.384482,3.4e-05,
0.997493,0.035375,0.323781,0.939337,,-1.3e-05,0.00268,,269.795167,-188.914325,59.802564,-183.086389,0.000129,0.000541
0.994627,-0.020155,,,,0.010377,0.001797,-0.00128,266.285764,-184.50618,66.437002,-180.10712,7.3e-05,0.000318
0.994027,-0.018439,,0.931961,,0.001421,,,,-177.604878,62.140156,-173.660772,6.9e-05,
0.98788,,,0.925509,0.013985,,-0.000148,,256.775057,-178.182831,62.706916,-173.927662,2.8e-05,8.2e-05
1.087688,-0.270228,0.920737,0.109629,1.606122,-0.000906,,0.057731,301.790545,-214.696178,76.12201,,,0.000102
,0.024439,0.227585,,0.147498,0.000383,0.003022,0.00251,,-169.638884,,-176.547264,4.2e-05,8.2e-05
0.999222,,0.232827,0.969126,0.429094,,0.001159,,253.646211,,,,3.4e-05,0.00018
0.99958,0.041808,0.236052,0.966975,,,,-0.003856,250.412142,,59.087027,-180.611985,0.000299,0.002024
,,0.208456,0.972265,0.122877,,0.001113,0.000378,,-162.491423,53.614245,-179.577291,,
0.994382,0.000412,0.246825,,0.163033,0.003615,-0.003485,,242.727317,-158.712522,61.937665,-172.869461,0.000101,8.5e-05
1.075008,,0.874551,0.147647,1.648643,,0.224306,0.08154,,-199.559544,76.246062,-197.423578,,0.000863
1.010266,-0.195851,,0.601278,0.627191,0.041907,,0.022406,,-179.357835,64.939639,-185.728874,4.7e-05,0.000211
1.165098,0.011322,,0.040411,2.508318,-0.06094,-0.018298,0.1357,,,,-191.314224,0.006329,
1.208475,,1.040665,,2.652232,-0.053158,,,270.834999,-188.230568,95.573024,-169.097426,3.6e-05,5.3e-05
0.993332,,0.255544,0.953135,0.041858,,0.000285,0.000319,233.062432,-146.513721,,,0.000228,
1.001945,-0.155581,,0.957903,0.271319,-0.001954,0.014675,0.017918,235.16537,-150.705966,60.602721,-169.585026,0.000104,0.000148
,-0.13913,0.162898,,0.160264,-0.004286,,-0.003725,231.852172,-147.349852,59.092356,,3.7e-05,5.8e-05
1.01429,-0.131736,,,0.192936,0.013441,,-0.021749,230.731407,-148.177184,59.245182,-166.600972,,0.000285
1.01611,-0.021536,,,0.467896,,-0.047742,-0.015221,230.596952,-139.18019,,,0.000341,0.000512
,0.088983,,-0.332582,0.568865,,,,283.034241,-191.690555,,-202.681921,,0.000673
1.021519,0.073978,-0.658541,,,0.001635,0.000222,-0.000512,308.311554,-216.345048,38.962893,,7.4e-05,0.000104
,0.734928,0.226214,-0.633406,0.150125,6e-06,0.00046,,320.709169,-157.10915,57.832226,,0.00015,
1.0068,0.831472,,,0.435685,-0.007087,0.007294,,316.842187,,,-275.419204,0.001018,0.001538
,0.917629,,,,0.011219,0.00718,-0.004092,309.943534,-126.827083,69.1881,,0.001418,
0.998825,0.922773,0.293897,,0.297056,,-0.003672,0.001973,,-128.448053,73.313575,,7.3e-05,0.000109
,0.891052,0.366928,,0.283772,0.005008,0.006438,-0.009214,320.666763,-131.579896,76.198957,,0.000683,0.001037
0.996578,0.920012,0.346897,-0.158381,0.072301,,0.001875,,,-124.213315,,-272.85972,0.000105,0.000169
1.005118,,0.295867,-0.206684,0.327212,-0.000691,0.003398,0.000317,308.457963,-130.847852,69.905768,,,
0.997846,,,-0.272911,0.120295,-0.001111,,,323.639611,,,-282.628571,4.3e-05,4.5e-05
1.00214,,,-0.181733,,-0.001874,,-0.000529,310.030636,-130.819952,74.273166,-271.034547,,5.2e-05
1.005138,,0.380134,,,,-0.002838,-0.002472,309.491675,,,-269.958041,6.9e-05,9.4e-05
1.001615,0.891014,0.391933,,,0.000394,,0.002225,,-130.504257,79.043627,,0.000234,0.000367
,0.890761,0.395392,,,0.01218,,,307.342715,,76.101122,-268.343177,,0.00013
0.999866,,,-0.17815,,0.001455,-0.002933,-0.002813,313.15422,-129.458878,,-273.146372,6.2e-05,
0.993199,0.881568,0.42151,-0.144992,0.349672,,0.007342,,,-128.399764,,-254.397275,7.6e-05,
0.9961,0.856007,,-0.174659,,0.00642,,,302.557484,-128.51866,72.702054,,0.000401,0.000595
1.002109,0.838417,,,0.21931,,,0.002773,286.714223,-125.617525,68.960458,,4.1e-05,7.3e-05
1.006578,0.789814,0.496052,-0.203411,,-0.012364,-0.013493,,291.251198,-128.144161,70.449295,,2.7e-05,3.3e-05
1.013895,0.060827,-0.510454,-0.869099,0.194336,0.003189,,-0.008133,311.552104,-215.38208,,-221.832705,,0.00035
,-0.020915,,-0.858963,0.475198,0.000767,1.4e-05,-0.015407,,,36.53173,-219.107429,0.000486,0.000724
,,-0.686839,,0.151607,0.005019,-0.001987,0.000383,297.918773,-211.960081,31.782797,-206.902449,,7.9e-05
,-0.491744,0.485108,0.484196,0.754141,-0.013389,0.036218,-0.091002,264.19322,-203.922835,82.526035,,0.00014,0.000195
0.994262,,,,0.142608,-0.002227,,-0.012276,270.098984,,68.529474,-119.451044,4.7e-05,
0.996597,-0.970291,-0.122319,0.189032,0.044592,0.000224,-0.000311,,,,58.868976,-138.913234,9.8e-05,0.000167
1.009008,,,0.326986,,-0.002201,-0.003732,0.002056,278.910485,,53.190934,,2.4e-05,
1.005232,-0.952185,0.072763,0.280583,0.586919,,0.002241,0.001646,287.440695,-252.651295,,,,0.000126
1.002692,-0.951972,0.115118,,0.656419,0.007816,,-0.001557,287.701855,-252.767615,53.685649,-126.459878,0.00037,
0.99921,-0.929122,0.184271,0.242357,0.230468,0.002334,0.000294,0.001304,288.820472,-254.160025,,,0.001129,0.001722
,-0.770582,,0.031687,2.127484,0.001928,0.151885,-0.100613,303.643687,-200.474009,,-191.173186,0.002065,
,,0.115477,-0.000494,1.921667,0.007693,0.058518,-0.149982,302.669683,,104.676991,-183.709619,0.00045,0.00143
,-0.950541,0.257038,-0.023135,0.61538,0.085987,,-0.027095,289.385944,-211.015141,70.96426,,,0.001474
1.011945,0.168834,0.523347,,0.970839,0.00161,,0.108498,,-177.309571,79.879166,-197.501586,0.000738,0.003765
0.998145,-0.19257,0.374587,,,-0.030209,0.024129,-0.016643,258.194403,,59.705369,-150.139269,,
,-0.252572,,0.477488,0.358826,-0.042028,0.137709,0.09555,285.480913,-183.354139,,-181.938948,3e-06,3e-06
,-0.372777,0.877411,0.217093,0.723099,,-0.14241,-0.053946,,-205.284553,,-176.782952,2e-05,8.7e-05
0.989225,-0.500132,0.713942,0.466557,0.086179,0.001618,0.001344,,,-238.622705,,-148.884281,6.1e-05,
0.990291,-0.357551,,,0.11055,-0.003325,-0.001381,0.003381,299.510854,-234.004669,,,5e-06,5e-06
,-0.374445,,0.184892,,-0.024948,0.03531,-0.00557,325.693933,-230.089061,119.876559,-195.904197,0.000615,
0.995952,-0.411266,0.81736,0.230844,0.296653,0.001653,0.002596,,301.678962,-188.302034,126.319377,-198.045768,,
0.998867,,0.850928,0.177112,0.538872,0.015008,-0.050157,-0.008293,,-230.035407,114.106223,-198.485732,6.4e-05,
0.997659,-0.349805,,,0.378527,0.000925,,,265.776533,-181.986841,94.462311,,0.000965,0.00587
0.996534,-0.193486,0.156138,0.964476,0.11193,,,,251.154259,-172.570065,91.713131,,,
0.999554,-0.164704,-0.015114,0.97548,0.299461,-0.013223,0.001788,,257.227289,-176.218481,88.208129,-165.271304,,
0.997647,,,,,-0.000316,0.003359,-0.008341,,-182.973416,92.374102,,7.5e-05,
,-0.163006,,0.973419,0.341345,,-0.014218,-0.063028,255.338391,-176.421933,87.894375,-162.029929,9.8e-05,
,-0.136318,0.028791,0.986912,0.18033,0.000588,0.000986,,,-183.63292,96.226748,-169.870223,0.000885,
1.000154,-0.082429,-0.099954,,,0.003999,-0.001861,0.003828,,-181.99049,94.971521,-171.772153,7.3e-05,
,-0.122077,-0.097827,,0.74895,0.004858,-0.002484,-3.9e-05,,,99.634768,-172.08252,,0.000637
1.003891,-0.170168,-0.12601,0.977556,0.552244,0.00219,0.00084,-0.003465,272.369639,,98.382524,-171.942522,,0.011404
1.011218,-0.015164,,-0.050278,0.476712,0.131332,-0.09732,0.03063,281.692995,-192.192748,92.585545,-183.499934,,
1.002935,0.069005,,-0.995018,0.004443,-0.00031,0.000513,0.000631,293.404701,-201.081149,85.879064,-195.643339,4e-05,6.9e-05
1.002648,,-0.104592,-0.994763,0.005116,5.1e-05,,-0.000141,293.438858,-201.083724,,,1.2e-05,
1.002147,,,-0.995798,,0.000287,-0.000145,0.000315,293.972352,-201.186309,,-195.689519,2.5e-05,
1.00194,0.066903,-0.090146,,,-8e-06,-0.000127,-8.9e-05,293.88754,,87.424172,-195.723843,5.1e-05,
1.002118,0.066881,-0.089928,-0.995809,0.006482,,-0.000263,6.2e-05,,,87.686131,-195.688687,3e-05,4.7e-05
,0.067123,,,0.005012,0.000296,-0.000433,,,-201.552653,88.042727,-195.747973,6.2e-05,
,,-0.089456,-0.995947,,-6.6e-05,-0.000663,-0.001761,294.293796,-201.711251,87.440584,,8e-06,
,,,-0.995868,0.004345,,-0.00021,1.1e-05,294.212103,-201.741083,87.358949,-195.521231,9e-06,5.8e-05
1.006557,-0.038966,-0.311708,,,-0.00478,0.00253,0.004362,296.816176,-201.947111,80.724936,,3.8e-05,0.000207
1.006437,-0.020235,,-0.928915,0.097225,0.018635,,,,-205.436498,,-198.844359,,
1.005241,0.019602,0.017123,-1.001387,0.08874,,,-0.003398,304.450674,-200.138999,90.132214,-210.957809,4.6e-05,0.000153
1.002263,0.013832,0.027946,-1.001756,,,5.4e-05,-0.000146,,-200.08556,90.467495,-211.315813,6.3e-05,0.000119
1.009081,,0.017088,-1.008854,0.016815,,-0.001535,-2.1e-05,,,88.903629,-202.908663,4.2e-05,0.000126
1.003881,,0.012931,,0.009242,0.000223,0.000167,0.000193,298.772833,,88.490336,-202.668399,2.6e-05,8.7e-05
1.003246,-0.012431,0.012734,-1.003079,0.00537,,0.000351,0.000142,,,,,8e-06,6e-05
,,0.012629,-1.003526,,8e-06,-2.8e-05,,,,88.312145,-202.251526,6.4e-05,8.6e-05
1.017283,-0.048857,0.100254,-0.923245,,-0.0069,-0.072311,0.03799,299.542009,-204.305275,77.272368,-204.946224,1e-05,
1.008053,0.07937,,,,-0.008578,0.145595,-0.068911,,-171.093958,106.442495,-200.219166,4e-06,7e-06
1.010867,,0.791375,,,-0.106232,0.273152,-0.199137,284.548242,,113.607244,-175.966471,0.000287,
,-0.525884,0.594691,-0.491977,,,,-0.001289,,,83.760374,-225.951927,,
1.007727,0.345816,,,0.105127,-0.002394,0.012613,0.005484,254.679278,-172.205223,38.248422,-183.675711,,
,0.089102,-0.320922,-0.876535,0.179641,0.025393,0.073418,0.003163,255.45549,-167.937649,43.007373,-187.425281,1e-06,5e-06
,0.30171,-0.523601,,0.069546,-0.006355,,,,-165.074716,,-178.026915,5e-06,5e-06
1.006655,0.323878,-0.498542,-0.808262,0.030344,,,0.00133,,-158.709302,39.517717,-176.94812,3e-06,4e-06
1.00443,,-0.467021,-0.842212,0.009843,-8e-05,0.000282,0.000312,237.289391,,42.443384,,1e-06,4e-06
1.005712,0.297532,-0.490943,-0.822489,0.061118,,0.019489,0.018508,239.043113,-153.435624,42.159258,-178.286732,4e-06,4e-06
1.002138,0.07331,,-0.963417,0.052919,-0.012071,,-0.023316,,-166.768225,42.835789,-194.663355,5e-06,
1.007488,-0.084641,,-0.697471,,,,-0.035249,,-173.477876,51.429054,-191.301327,4e-06,1e-06
1.005229,-0.81897,0.506957,-0.225658,0.323357,-0.020433,0.020177,-0.009111,312.341781,-190.777163,,-216.509876,5e-06,
1.144996,-0.826206,0.513594,-0.212222,2.315104,0.035375,-0.033007,-0.184352,,-218.953021,84.798617,-214.563428,0.001192,0.003708
,,0.497754,-0.164379,,-0.0092,-0.038063,,317.737376,-216.751953,113.799929,-202.330574,,
1.244857,,0.484699,-0.142583,2.978125,,,-0.240155,316.667778,,101.91417,-199.458435,0.000158,
1.236098,-0.883088,0.481647,-0.154088,2.894256,0.014805,-0.034111,-0.240965,,,93.635724,-202.623051,,4.9e-05
,-0.863291,,-0.197395,2.638197,0.014236,,,316.325214,,106.829997,-201.074547,9.1e-05,0.000121
,,,,0.144742,-0.00277,-0.012437,,324.712384,-228.820484,77.19862,-217.002261,,0.000111
,-0.87725,,-0.096093,0.186905,-0.011064,,,336.972232,-213.400346,,-242.485398,,
1.20165,-0.87059,0.458745,-0.178123,2.470349,0.017559,,-0.162956,,-218.750642,87.917608,,0.000321,2.3e-05
1.225275,-0.878557,,,,0.015592,,-0.203862,332.547103,-210.682062,102.881008,,,0.000283
1.253399,-0.872707,,-0.149267,,,-0.032276,-0.221242,339.074298,-217.776085,90.632471,-243.335993,0.000117,0.000219
1.228281,-0.875315,,-0.194147,2.652133,-0.02584,,-0.202454,336.966892,-222.484258,80.713853,,0.000157,0.000386
,-0.884254,0.442917,-0.232443,2.270618,-0.010211,,-0.11782,322.087554,,105.661734,-222.756316,0.00057,0.000491
1.022155,-0.135722,,-0.978391,,-0.002538,-0.013046,-0.041193,271.081945,-168.156983,65.575458,,,0.000244
1.005803,-0.138667,0.174893,-0.76174,,0.031359,0.053385,,299.982629,-171.504942,73.761186,-234.308527,4e-06,1.7e-05
1.020802,-0.150778,-0.138386,-0.945597,0.62742,0.00897,,,,-178.904788,,-215.443147,6e-06,2.6e-05
1.017582,,0.102497,,0.787228,,,-0.080479,264.100293,-174.546433,45.480739,-190.620892,5e-06,1.1e-05
,,0.380605,0.685937,0.602043,-0.041977,-0.020044,0.00844,239.945278,-166.809001,67.434746,-155.685304,,6e-06
0.996559,0.458848,,0.877431,,-0.003821,,,260.511753,-204.382106,81.149953,-139.659819,2e-06,5e-06
0.996053,0.268023,0.711143,,0.408662,0.043211,0.023661,,,,97.331066,-147.635534,,
0.994529,0.255522,0.936139,0.136694,0.358705,-0.01478,,0.021625,261.842507,-181.622643,119.976739,-145.433429,4e-06,3e-06
,0.408403,,0.252636,0.190959,,-0.010573,-0.014403,259.80943,-186.8637,,,0.000141,
0.995483,0.243919,,0.379778,0.527427,0.053519,0.22671,,,-174.721986,,-158.096054,8e-06,3e-06
0.990089,,0.97573,,0.109591,0.001205,-0.019549,-0.004865,268.834725,-196.484573,,-139.746148,5.2e-05,0.000288
0.991691,0.109476,0.954997,0.157728,0.157676,,-0.004485,-0.00365,270.702011,-197.276922,120.480619,-140.841584,2e-06,6e-06
0.989151,0.153405,0.817452,0.435096,,,,-0.013939,251.603746,-185.745997,97.544427,,2e-06,
0.992571,0.17051,,,0.189572,0.000585,,-0.012033,266.050699,,120.818459,-138.290213,3e-06,3e-06
0.991966,-0.066971,,0.13134,0.186883,0.009836,-0.072819,,,-202.50682,120.264701,-146.365985,,6e-06
,,,0.255583,2.230874,-0.013515,-0.118565,0.122809,,-170.225635,,-162.565374,3e-06,
1.028156,0.154467,-0.042611,,0.691651,0.029193,-0.179204,0.040941,,-188.960681,60.376784,-198.215304,0.000225,
1.009807,0.020267,,,0.062625,,-0.004861,-0.002178,296.805861,-198.196968,49.220843,,,
,0.013342,,-0.963953,0.051324,0.004481,-0.000242,,298.123327,-197.993086,51.288803,,6.1e-05,0.000322
,0.007376,-0.303362,-0.961276,0.024614,,,0.000881,,-198.557947,50.631881,-216.355733,3e-06,1.8e-05
1.00546,,0.134142,,,-0.004567,,0.000797,303.380843,-194.76016,62.710113,-223.921439,0.0,1e-06
,,,-0.997773,,0.000396,0.002005,,284.858411,-165.944113,69.981862,-220.699202,,0.0
1.084479,0.494181,0.812144,0.296802,,,0.12255,0.151857,249.495285,,82.267913,-160.342675,,
1.014889,0.196292,0.698524,0.402085,,,,-0.020716,,-202.367322,70.353592,-135.709926,3e-06,
,0.063857,0.951443,0.254183,0.050327,,0.005453,0.007189,,-214.232829,112.629748,-142.047479,,
0.988106,0.053584,0.948105,0.2728,,,-0.000147,0.000338,279.894005,,,,,3e-06
0.990833,-0.192591,0.942918,0.162959,0.432595,-0.024358,,0.026394,308.260974,-199.718143,,,,3.5e-05
1.004,-0.087803,,,0.650946,,,0.012207,,-201.740438,101.763688,-149.675383,6e-06,1e-05
,-0.071488,0.961265,0.198303,0.753332,-0.013679,0.033172,0.022703,,-189.35471,,-157.87888,,7e-06
0.987017,-0.043376,0.984603,0.052774,0.023517,0.000989,0.000179,0.001743,277.500709,-206.711942,116.244734,-144.092737,2e-06,4e-06
,-0.014134,,,,0.004611,0.044004,0.022024,,-184.839687,91.519806,-157.844764,,7e-06
0.996947,0.325403,0.41732,0.737097,,0.037797,-0.001289,0.004415,,-219.468306,67.37741,-150.18545,5e-06,8e-06
1.000844,0.212799,0.963618,0.054656,0.187368,-0.003632,,0.021359,,-184.04047,93.267618,-170.648843,4e-06,7e-06
0.992215,,0.723424,0.548113,0.087721,0.001773,,0.004495,,,109.251569,,0.000115,
0.999228,0.340814,0.787363,0.464716,0.323512,,-0.011209,-0.020012,,-196.260303,,,9.9e-05,0.000503
0.994158,,0.837537,0.392671,,,,-0.00026,,-193.146058,,-161.694392,0.000193,0.010009
0.990431,0.312598,0.9305,0.11726,,,,0.00192,303.419342,-213.874855,104.43379,,,
0.990814,,,0.181926,0.286893,0.001926,0.016277,-0.004351,304.325893,-210.749021,,-194.487993,,
1.135528,0.34403,,0.182936,2.091105,-0.014459,,,279.736244,-190.678012,,-183.446265,,
1.088299,,0.931511,0.167551,1.490905,,-0.004161,0.058257,,-182.887141,83.992279,-201.199567,4e-06,3e-06
0.995185,,0.900619,0.210835,0.371729,0.013789,0.035604,0.009283,319.647696,-248.696415,75.323985,,1.4e-05,0.000157
0.995611,0.332524,0.921355,0.123142,0.368489,0.008621,0.017535,,,-190.302225,68.769478,-185.06612,3e-06,2e-06
0.988887,0.338215,0.927931,0.045048,0.051096,,,,,-246.944957,,-170.753061,4e-06,3e-06
1.099692,0.310907,0.93136,0.205207,1.638153,0.052846,0.07469,0.116025,288.74185,-185.783769,87.783112,,,
,0.362063,-0.134823,0.883691,0.188659,0.00408,0.00482,,,-189.839949,,-158.417445,5e-06,5e-06
,,,,0.044764,,0.005918,-0.000804,264.405111,-204.196466,34.955075,-164.287576,,1e-06
1.049133,,,,1.136689,,-0.114703,0.031412,,-188.824831,88.482237,-207.720802,3e-06,2e-06
,0.223558,,,0.27748,-0.02439,0.044905,-0.051523,307.039563,-254.328281,55.313672,-158.718035,,3e-06
0.998613,0.231311,-0.235383,,0.053197,-0.002351,-0.00052,,321.917638,,31.745922,-167.171157,,
1.001455,,,0.891363,,-0.007191,0.017548,0.002164,320.137406,-254.343087,15.259582,-193.144389,,1e-06
1.00255,,,0.874068,0.019904,-0.000636,-0.000359,0.000116,,,,,1e-06,
,,-0.486904,,0.057141,0.000241,-7.5e-05,0.000343,,-252.251685,11.681896,-200.862158,1e-06,
,0.000856,,,,-2.1e-05,-0.000219,-0.000149,322.461473,,11.6998,-201.146314,1e-06,
,-0.002837,-0.489653,,0.028575,-0.000762,-8.3e-05,,,,11.595998,-201.280903,1e-06,2e-06
1.00152,,,0.867307,,0.000329,,,322.9324,,10.393419,-203.105658,1e-06,1e-06
1.001649,0.013629,-0.488451,0.874253,0.022156,-0.000633,,,320.046742,-249.830639,,-199.762769,1e-06,2e-06
1.002071,0.016833,-0.492236,0.872549,0.01808,-0.000273,-6.4e-05,0.00017,320.976538,-250.528775,9.887619,-200.404929,,
1.001966,0.042347,,0.867067,0.050025,3.7e-05,,0.000779,320.916993,-250.262869,8.107621,-200.721744,1e-06,1e-06
1.001607,-0.011857,-0.516746,0.857899,,0.000129,,0.000699,,,7.823709,,1e-06,5e-06
,-0.012728,-0.514496,0.85748,0.036996,-0.000701,,-0.003994,326.087822,-252.921493,9.831987,,1e-06,
1.001996,0.00813,,0.86132,0.019224,-0.000398,,,,,,,2e-06,4e-06
1.00236,-0.032688,-0.371775,0.928473,0.083418,,9.3e-05,0.000698,296.175241,-227.507913,,-189.271879,1e-06,2e-06
,0.091125,,,,0.073164,0.00815,0.019594,300.080319,-229.667132,30.131115,-187.429858,,
,0.401099,,0.215286,0.996567,-0.041182,-0.093094,0.010428,,,80.843447,,0.00168,
0.998044,,-0.057869,0.917739,,,0.002501,-0.00056,261.718617,-186.367515,14.020766,-183.208081,1e-06,1e-05
0.997931,0.388096,0.379938,0.593098,0.142342,0.05256,-0.028866,-0.000415,250.332987,,,-169.960503,0.0,3e-06
0.992849,0.436289,,,0.062619,0.029974,-0.010948,-0.017206,238.391767,-170.846724,,-158.800619,2e-06,6e-06
,0.42971,0.529351,,,-0.03377,,0.011976,,-170.720747,,-158.132665,1e-06,4e-06
1.000378,,,0.877235,,0.000683,,,,-175.913301,29.832922,,0.0,2e-06
0.999167,,-0.421031,0.887378,0.013708,0.000565,,0.000164,,,30.600253,-177.926441,0.0,1e-06
1.008553,,-0.457678,0.867971,,-0.004837,,-0.014848,249.385712,,34.144261,-177.921656,,
,0.222089,-0.489223,0.845307,0.019909,0.001898,0.000869,-0.000528,248.605028,-169.869808,,-177.773338,3.7e-05,7.4e-05
1.002092,0.220681,-0.48521,0.848506,0.013326,0.000342,0.000686,-0.000157,248.284107,-169.745975,,,,4e-06
1.000757,,-0.425925,0.88647,,-0.000477,,,,-178.606476,27.159835,-178.062694,0.0,
,0.146319,-0.424336,0.893778,0.057345,-0.003172,0.007948,-0.010584,251.743631,-177.051607,28.115803,-176.712017,1e-06,9e-06
1.01023,0.203666,-0.191042,0.715734,0.364002,0.052347,-0.019889,0.049103,250.384609,-173.260474,33.909799,-176.972666,1e-06,
1.071086,,0.830721,0.170885,,0.017276,-0.018045,0.094822,,-196.928607,87.902048,-167.513766,,
1.03967,,,0.189485,,,0.168799,0.090714,,-177.455508,116.167148,-190.632333,0.00022,
1.002065,,0.772403,,,-0.010365,,,287.287636,-165.731216,110.606549,-206.500553,3e-06,7e-06
0.998922,0.399563,0.599102,0.301396,,-0.050388,0.046091,0.011583,287.927931,,,-172.846787,3e-06,
0.992686,,0.892245,,,6.1e-05,0.007607,,277.24317,-150.519682,,-204.32029,3e-06,5e-06
0.994758,0.607152,0.758664,0.156819,0.208603,-0.036235,-0.033222,-0.011933,,-149.24381,97.794663,-208.173038,,3e-06
0.997804,0.508253,0.805715,0.140005,0.524245,,-0.039548,-0.006538,266.156746,-154.130112,113.890304,-183.960699,4e-06,2e-06
1.039682,,0.701206,0.185717,,,,0.054,255.242056,,,-171.425591,,6e-06
